WINDOW,0.09513679162812837,0.00987909606268613,0,-0.02001601922563591,-0.014745620381943773,-0.0425596259223356,0.0,-0.037855044141003276,0.0,-0.06706601018642613,-0.0647911689948496,-0.07028217983510779,-0.06477634739935362,0.07573368952253327,-0.07744097455941769,0.052761133519028544,-0.07263646744230719,-0.12859997101031803,0.059605061419264894
FOLIAGE,-0.09470516913302912,0.007499418030215121,0,-0.02001601922563591,-0.014745620381943773,-0.031594635941655624,0.077777795,-0.032244035100432916,0.15185186,-0.06613584660722462,-0.0647911689948496,-0.0678176232079945,-0.06477634739935362,0.06633115227142072,-0.06592576409142491,0.04298259316437169,-0.07013900723561849,0.10837051805266276,-0.033317571312968725
WINDOW,-0.061973796588001964,-0.011538006229552943,0,-0.02001601922563591,-0.014745620381943773,0.03297697732667685,1.2232318,-0.02743459715160624,0.38968182,-0.02966014464970884,-0.03184113483896038,-0.02521600191815688,-0.03252272903511385,0.0038714419134845608,0.006866818481996674,-0.015688647706328575,-0.02696862407570218,-0.002218033841571774,-0.03470615203816986
PATH,0.009100040938342711,0.07651008097187435,0,-0.02001601922563591,-0.014745620381943773,-0.0011363345820963684,1.5153537,-0.007395275130254414,1.7847083,0.039437722771449926,0.03796090704311844,0.04713634227750889,0.0313602372734158,-0.045827674748999216,0.08623950419103008,-0.09880623066298491,0.04634967524897929,-0.03492486467131803,-0.030614929157653157
GRASS,-0.019890603315824196,0.11101541244270398,0,-0.02001601922563591,-0.014745620381943773,-0.02306631147325912,0.6518517,-0.006593711829797954,1.1444442,-0.04095498977719376,-0.04354706920678263,-0.048629289558861526,-0.028985239105319433,0.009244320860790719,-0.08731115480192647,0.13867259484715924,-0.04195338756354849,0.002927510712116303,0.16819606807316212
SKY,-0.04139979098827061,-0.09839625441474474,0,-0.02001601922563591,-0.014745620381943773,-0.02915798051716295,0.5741323,-0.02743459282311334,0.7722025,0.13152392339100463,0.12293729839143139,0.13409997461672513,0.1354041579958624,-0.18686572747119953,0.12572023700528134,-0.01918098624136502,0.13447433378063967,-0.0511965521828765,-0.0484156348185609
GRASS,0.11009970479156936,0.07175072490693234,0,-0.02001601922563591,-0.014745620381943773,-0.009664658173293685,0.9368979,-0.006593706058474091,1.798147,-0.03949330376832987,-0.040078644353427055,-0.050565726501329955,-0.02544774355715304,0.026706175928413702,-0.109930318274074,0.15892814703520286,-0.038920755615315834,-0.0005615573597833041,0.15170594101034665
FOLIAGE,-0.061973796588001964,-0.01629736229449496,0,-0.02001601922563591,-0.014745620381943773,-0.02306631015746032,0.25185165,0.003025166087818763,1.677777,-0.059358940786454546,-0.06197307424047067,-0.056903157647123226,-0.059157975421896394,0.024019739477004653,-0.03138013194718303,0.028314783889627274,-0.059078825815693944,0.13478735775419465,-0.04172038495133385
WINDOW,0.10729415857342417,-0.035334786554263024,0,-0.02001601922563591,-0.014745620381943773,0.032976961975690874,13.496301,-0.02262516252129078,0.86296237,-0.041220748749666226,-0.04549805794292155,-0.034017988740448764,-0.04521608836332254,-0.006202700823787419,0.016736996133583183,-0.021974852040430717,-0.03588812366708318,0.04719898991398352,-0.03522972151748616
SKY,-0.011473964661388643,-0.11029464457709978,0,-0.02001601922563591,-0.014745620381943773,-0.030376266562447362,0.2721644,-0.02022043654914725,0.7200825,0.1361083001984789,0.13182514463823644,0.13586037039682572,0.1391497393141672,-0.15059879911024904,0.10968119554546513,-0.029657989274065693,0.13625823209340576,-0.05993087318565205,-0.04622456522818234
