CEMENT,0.05866469079224097,-0.05080269376532458,0,-0.02001601922563591,-0.014745620381943773,-0.013319666529509654,0.7111114,-0.01861729696275564,0.7111086,0.005619634756132935,0.008912854261484523,0.005238876764739051,0.0028522021002715062,0.026034566815561436,0.0019317259548858896,-0.030356455723832124,0.0038928488453533,-0.054036629194921915,-0.02658717811778369
GRASS,-0.03298315233383506,0.11696460752388149,0,-0.02001601922563591,-0.014745620381943773,-0.012101322369778346,1.4851848,-0.017014151605040165,1.5851862,-0.04181871226786193,-0.04398062182570489,-0.050565726501329955,-0.028985239105319433,0.013945590695244607,-0.095536305189083,0.14775266498032708,-0.04195338756354849,0.007289190086248657,0.1624134666077705
GRASS,-0.06758488902429234,0.05628281769587079,0,-0.02001601922563591,-0.014745620381943773,-0.030376301869715096,0.4554201,-0.02422830845613864,0.38968262,-0.021421551923131412,-0.025554619913598833,-0.03014511485551189,-0.006927922735767379,-0.020978119440001355,-0.07867474709898459,0.1554358085001664,-0.023044042971086476,-0.022233904060092846,0.17513806216978628
FOLIAGE,-0.04701088342456098,0.007499418030215121,0,-0.02001601922563591,-0.014745620381943773,-0.03768629709076668,0.029629637,-0.03625189863900471,0.029629635,-0.06613584660722462,-0.0647911689948496,-0.0678176232079945,-0.06477634739935362,0.06633115227142072,-0.06592576409142491,0.04298259316437169,-0.07013900723561849,0.17607636336561916,-0.033317571312968725
BRICKFACE,-0.08441816633316344,0.017018130160099156,0,-0.02001601922563591,-0.014745620381943773,-0.031594631555659634,0.16666673,-0.021823590563848524,0.47407418,-0.0565684491519065,-0.04961681230995713,-0.0600718736953272,-0.05853371193127195,0.11065739784443283,-0.07086085439774517,0.0052653690456201515,-0.06014916689051672,0.04617246831467744,0.02658374803164006
FOLIAGE,0.09513679162812837,-0.015107523278259455,0,-0.02001601922563591,-0.014745620381943773,-0.03524963245568242,0.08888887,-0.030640889742717444,0.2111111,-0.0640761986946633,-0.06457439247077972,-0.06324058926822383,-0.0639439959848815,0.04752607958254202,-0.04659666292090418,0.029711717417780552,-0.06550086664534532,0.16930578492785023,-0.03605008596255786
SKY,-0.0021221439342380285,-0.13290158588557435,0,-0.02001601922563591,-0.014745620381943773,-0.02062964596097566,0.31111577,0.0038267625733874426,5.051852,0.19025710119138864,0.2022775134977099,0.16877980792493585,0.20220037377888714,-0.04314123829759016,0.005221786405853901,0.03599792175188269,0.16961716746886407,-0.10033423039449586,-0.05227360556162849
BRICKFACE,-0.10312180778746467,-0.015107523278259455,0,-0.02001601922563591,-0.014745620381943773,-0.004791323201330376,5.3518505,0.000620448772661031,1.0222229,-0.034908925166968655,-0.02793915736668254,-0.0363065064232951,-0.03959771638586531,0.09319554338125864,-0.038371513644142916,-0.0317533949095693,-0.0382071946846993,-0.01622061693199534,-7.31809814737126e-05
GRASS,-0.08909407669673876,0.08602879310175839,0,-0.02001601922563591,-0.014745620381943773,-0.03281297067149555,0.40368652,-0.0290377472706639,0.6804136,-0.03829737852582543,-0.03661021950007148,-0.04915740987724949,-0.02669626941472754,0.04685446926079215,-0.10746277201051858,0.13378332341258994,-0.0399910946029755,-0.02430714729967415,0.1458124701317065
CEMENT,0.061470237010386154,-0.021056718359436975,0,-0.02001601922563591,-0.014745620381943773,-0.0011363214241083936,2.2962983,-0.006593716158290852,1.6777797,0.014987707151964045,0.01563291790379086,0.018969973355670366,0.009511017910746135,-0.006202700823787419,0.04017867638406559,-0.061787471108138495,0.01780726531798949,-0.03841826219392912,-0.02895567248849797
